Device Name,WEATHER - 2562920,,,,,,,,,,,,,,,,,,,,,,,,,
Device Model,5500L,,,,,,,,,,,,,,,,,,,,,,,,,
Serial Number,2562920,,,,,,,,,,,,,,,,,,,,,,,,,
FORMATTED DATE_TIME,Temperature,Wet Bulb Temp,Relative Humidity,Barometric Pressure,Altitude,Station Pressure,Wind Speed,Heat Index,Dew Point,Density Altitude,Crosswind,Headwind,Compass Magnetic Direction,Compass True Direction,Wind Chill,,,,,,,,,,,
"MMM d, yyyy HH:mm:ss",°F,°F,%,inHg,ft,inHg,mph,°F,°F,ft,mph,mph,Deg,Deg,°F,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes,,,
9/7/2021 18:31,84.3,75.6,67.6,29.85,54,29.85,0,91.6,72.4,2039,0,0,247,247,84.2,point,,,,,,,,,,
9/7/2021 18:32,84.4,75.7,67.6,29.86,51,29.86,0,91.9,72.5,2039,0,0,247,247,84.4,point,,,,,,,,,,
9/7/2021 18:32,84.8,75.9,67.3,29.85,54,29.86,0,92.7,72.7,2066,0,0,246,247,84.7,point,,,,,,,,,,
9/7/2021 18:33,85,76.1,67.2,29.85,51,29.86,0,93,72.8,2081,0,0,247,247,84.9,point,,,,,,,,,,
9/7/2021 18:33,85.2,76.5,67.3,29.85,51,29.86,0,93.6,73.2,2101,0,0,246,247,85.1,point,,,,,,,,,,
9/7/2021 18:34,84.8,76.1,67.5,29.86,51,29.86,0,92.7,72.9,2069,0,0,246,246,84.7,point,,,,,,,,,,
9/7/2021 18:34,84.9,76.1,67.5,29.86,51,29.86,0,92.7,72.9,2071,0,0,247,248,84.7,point,,,,,,,,,,
9/7/2021 18:35,85,76.3,67.5,29.85,54,29.86,0,93.2,73.1,2089,0,0,247,247,84.9,point,,,,,,,,,,
9/7/2021 18:35,85.3,76.6,67.7,29.86,51,29.86,0,94.1,73.4,2106,0,0,247,247,85.3,point,,,,,,,,,,
9/7/2021 18:36,85.3,76.6,67.8,29.86,51,29.86,0,94.1,73.5,2114,0,0,246,247,85.3,point,,,,,,,,,,
9/7/2021 18:36,85,76.3,68,29.85,51,29.86,0,93.4,73.2,2086,0,0,247,248,84.9,point,,,,,,,,,,
9/7/2021 18:37,84.8,76.3,68.1,29.85,54,29.86,0,92.8,73.1,2074,0,0,247,247,84.7,point,,,,,,,,,,
9/7/2021 18:37,84.9,76.3,68.2,29.85,51,29.86,0,93.4,73.2,2084,0,0,247,247,84.9,point,,,,,,,,,,
9/7/2021 18:38,85.3,76.6,68,29.85,51,29.86,0,94.1,73.6,2114,0,0,246,246,85.3,point,,,,,,,,,,
9/7/2021 18:38,85.5,76.8,67.9,29.86,51,29.86,0,94.6,73.6,2121,0,0,246,247,85.5,point,,,,,,,,,,
9/7/2021 18:39,85.4,76.8,67.9,29.85,54,29.86,0,94.1,73.6,2119,0,0,247,247,85.3,point,,,,,,,,,,
9/7/2021 18:39,85.4,76.8,67.8,29.85,51,29.86,0,94.1,73.5,2119,0,0,246,247,85.3,point,,,,,,,,,,
9/7/2021 18:40,85.5,76.8,67.7,29.85,54,29.85,0,94.5,73.6,2129,0,0,246,247,85.5,point,,,,,,,,,,
9/7/2021 18:40,85.2,76.6,67.8,29.86,51,29.86,0,93.7,73.4,2104,0,0,246,247,85.1,point,,,,,,,,,,
9/7/2021 18:41,84.9,76.3,67.9,29.85,54,29.86,0,92.8,73.1,2079,0,0,246,247,84.7,point,,,,,,,,,,
9/7/2021 18:41,84.9,76.3,68,29.86,49,29.86,0,93.4,73.2,2079,0,0,247,247,84.9,point,,,,,,,,,,
9/7/2021 18:42,85,76.3,68,29.85,54,29.85,0,93.4,73.2,2089,0,0,247,247,84.9,point,,,,,,,,,,
9/7/2021 18:42,85.2,76.5,67.6,29.85,51,29.86,0,93.7,73.3,2101,0,0,246,246,85.1,point,,,,,,,,,,
9/7/2021 18:43,85.2,76.5,67.2,29.86,49,29.86,0,93.6,73.1,2099,0,0,246,246,85.1,point,,,,,,,,,,
9/7/2021 18:43,85.2,76.3,67,29.86,51,29.86,0,93.4,73,2094,0,0,246,246,85.1,point,,,,,,,,,,
9/7/2021 18:44,85,76.1,67,29.86,49,29.86,0,93,72.8,2079,0,0,247,247,84.9,point,,,,,,,,,,
9/7/2021 18:44,85.1,76.1,66.9,29.86,51,29.86,0,93.4,72.9,2089,0,0,246,247,85.1,point,,,,,,,,,,
9/7/2021 18:45,85.2,76.3,67,29.85,51,29.86,0,93.4,73,2096,0,0,246,247,85.1,point,,,,,,,,,,
9/7/2021 18:45,85,76.1,67,29.86,51,29.86,0,93,72.8,2079,0,0,246,246,84.9,point,,,,,,,,,,
9/7/2021 18:46,84.8,75.7,66.9,29.86,51,29.86,1.9,92.5,72.6,2064,1.7,-0.7,248,249,84.7,point,,,,,,,,,,
9/7/2021 18:46,84.9,75.9,66.6,29.86,51,29.86,0,92.3,72.5,2071,0,0,247,247,84.7,point,,,,,,,,,,
9/7/2021 18:47,84.5,75.6,66.6,29.85,54,29.86,1.6,91.6,72.1,2044,1.5,-0.6,248,248,84.4,point,,,,,,,,,,
9/7/2021 18:47,84.6,75.6,66.3,29.85,51,29.86,1.4,91.9,72.2,2049,1.3,-0.5,248,248,84.6,point,,,,,,,,,,
9/7/2021 18:48,84.6,75.6,66.2,29.85,54,29.86,0,91.9,72.1,2049,0,0,246,246,84.6,point,,,,,,,,,,
9/7/2021 18:48,84.6,75.6,66.2,29.86,51,29.86,0,91.8,72.1,2046,0,0,246,247,84.6,point,,,,,,,,,,
9/7/2021 18:49,84.7,75.6,66.1,29.86,51,29.86,0,91.8,72.1,2059,0,0,246,247,84.6,point,,,,,,,,,,
9/7/2021 18:49,84.8,75.7,66.1,29.85,51,29.86,0,92.1,72.2,2066,0,0,246,247,84.7,point,,,,,,,,,,
9/7/2021 18:50,84.8,75.7,66.1,29.85,54,29.86,0,92.1,72.2,2064,0,0,246,246,84.7,point,,,,,,,,,,
9/7/2021 18:50,84.4,75.4,66.2,29.85,54,29.86,0,91.4,71.9,2034,0,0,245,246,84.4,point,,,,,,,,,,
9/7/2021 18:51,84.4,75.4,66.5,29.86,49,29.86,0,91.6,72.1,2034,0,0,246,247,84.4,point,,,,,,,,,,
9/7/2021 18:51,84.2,75.4,66.9,29.86,51,29.86,0,90.9,72,2024,0,0,247,247,84,point,,,,,,,,,,
9/7/2021 18:52,84.1,75.4,67.2,29.86,51,29.86,0,91,72,2009,0,0,246,247,84,point,,,,,,,,,,
9/7/2021 18:52,84.3,75.6,67.2,29.86,51,29.86,0,91.4,72.2,2029,0,0,246,247,84.2,point,,,,,,,,,,
9/7/2021 18:53,84.6,75.7,67.3,29.86,51,29.86,0,92.3,72.5,2046,0,0,245,246,84.6,point,,,,,,,,,,
9/7/2021 18:53,84.6,75.7,67.2,29.86,49,29.86,0,92.3,72.5,2046,0,0,246,246,84.6,point,,,,,,,,,,
9/7/2021 18:54,84.5,75.7,67.3,29.86,49,29.86,0,91.8,72.4,2041,0,0,246,247,84.4,point,,,,,,,,,,
9/7/2021 18:54,84.1,75.4,67.4,29.86,51,29.86,0,91,72.2,2016,0,0,247,248,84,point,,,,,,,,,,
9/7/2021 18:55,84,75.6,67.9,29.86,49,29.86,0,90.9,72.3,2011,0,0,246,247,84,point,,,,,,,,,,
9/7/2021 18:55,84.2,75.7,68.1,29.85,51,29.86,0,91.6,72.6,2031,0,0,247,247,84.2,point,,,,,,,,,,
9/7/2021 18:56,84.3,75.7,68.3,29.86,51,29.86,0,91.8,72.7,2034,0,0,246,247,84.2,point,,,,,,,,,,
9/7/2021 18:56,84.3,75.9,68.5,29.86,49,29.86,0,91.8,72.8,2039,0,0,246,247,84.2,point,,,,,,,,,,
9/7/2021 18:57,84.2,75.7,68.4,29.86,46,29.86,0,91.8,72.7,2024,0,0,246,247,84.2,point,,,,,,,,,,
9/7/2021 18:57,83.6,75.2,68.5,29.86,49,29.86,0,90.1,72.2,1989,0,0,247,247,83.5,point,,,,,,,,,,
9/7/2021 18:58,83.6,75.4,68.7,29.86,49,29.86,0,90.1,72.2,1987,0,0,247,248,83.5,point,,,,,,,,,,
9/7/2021 18:58,83.8,75.6,69,29.86,49,29.86,0,91.2,72.6,2001,0,0,246,246,83.8,point,,,,,,,,,,
9/7/2021 18:59,83.7,75.6,69.1,29.86,49,29.86,0,90.9,72.5,1991,0,0,246,247,83.7,point,,,,,,,,,,
9/7/2021 18:59,84.1,75.9,69,29.86,49,29.86,0,91.6,72.9,2024,0,0,246,247,84,point,,,,,,,,,,
9/7/2021 19:00,84.1,75.7,69,29.87,46,29.87,0,91.6,72.8,2014,0,0,247,247,84,point,,,,,,,,,,
9/7/2021 19:00,83.9,75.7,69,29.86,46,29.86,0,91.2,72.7,2009,0,0,246,246,83.8,point,,,,,,,,,,
9/7/2021 19:01,83.8,75.7,69.3,29.86,49,29.86,0,90.9,72.6,1999,0,0,246,247,83.7,point,,,,,,,,,,
9/7/2021 19:01,83.8,75.7,69.8,29.86,46,29.86,0,91,72.9,2004,0,0,246,247,83.7,point,,,,,,,,,,
9/7/2021 19:02,83.6,75.7,70.2,29.86,49,29.86,0,90.5,72.8,1989,0,0,246,246,83.5,point,,,,,,,,,,
9/7/2021 19:02,83.8,75.9,70.2,29.86,49,29.86,0,91,73,2001,0,0,246,247,83.7,point,,,,,,,,,,
9/7/2021 19:03,83.6,75.7,70.2,29.86,46,29.86,0,90.7,72.9,1991,0,0,246,247,83.5,point,,,,,,,,,,
9/7/2021 19:03,84,76.1,70.1,29.87,46,29.87,0,91.4,73.2,2014,0,0,246,246,83.8,point,,,,,,,,,,
9/7/2021 19:04,84.1,76.1,69.9,29.87,46,29.87,0,91.9,73.2,2021,0,0,246,246,84,point,,,,,,,,,,
9/7/2021 19:04,83.9,75.9,69.8,29.86,46,29.86,0,91.4,73,2009,0,0,246,246,83.8,point,,,,,,,,,,
9/7/2021 19:05,83.9,75.9,69.8,29.87,42,29.87,0,91.4,73,2011,0,0,246,247,83.8,point,,,,,,,,,,
9/7/2021 19:05,84.1,75.9,69.7,29.87,42,29.87,0,91.8,73.1,2016,0,0,247,247,84,point,,,,,,,,,,
9/7/2021 19:06,83.9,75.9,69.5,29.87,42,29.87,0,91.2,72.9,2011,0,0,246,246,83.8,point,,,,,,,,,,
9/7/2021 19:06,83.7,75.6,69.6,29.87,41,29.87,0,91,72.7,1987,0,0,246,246,83.7,point,,,,,,,,,,
9/7/2021 19:07,83.6,75.6,69.8,29.87,42,29.87,0,90.5,72.7,1989,0,0,246,246,83.5,point,,,,,,,,,,
9/7/2021 19:07,83.8,75.9,69.9,29.87,42,29.87,0,91.4,73,2001,0,0,245,246,83.8,point,,,,,,,,,,
9/7/2021 19:08,84,75.9,69.8,29.87,41,29.87,0,91.4,73,2006,0,0,246,246,83.8,point,,,,,,,,,,
9/7/2021 19:08,83.9,75.9,69.7,29.87,41,29.87,0,91.4,73,2004,0,0,246,246,83.8,point,,,,,,,,,,
9/7/2021 19:09,84,75.9,69.7,29.87,42,29.87,0,91.4,73,2009,0,0,246,246,83.8,point,,,,,,,,,,
9/7/2021 19:09,83.9,75.7,69.7,29.87,41,29.87,0,91.4,72.9,1999,0,0,247,247,83.8,point,,,,,,,,,,
9/7/2021 19:10,83.8,75.7,69.8,29.87,38,29.87,0,91,72.9,1994,0,0,247,247,83.7,point,,,,,,,,,,
9/7/2021 19:10,83.9,75.9,69.7,29.87,42,29.87,0,91.4,73,2011,0,0,247,247,83.8,point,,,,,,,,,,
9/7/2021 19:11,83.6,75.6,69.8,29.87,41,29.87,0,90.5,72.7,1982,0,0,246,247,83.5,point,,,,,,,,,,
9/7/2021 19:11,83.4,75.6,70,29.87,41,29.87,0,90.1,72.6,1969,0,0,246,246,83.3,point,,,,,,,,,,
9/7/2021 19:12,83.4,75.6,70.3,29.87,38,29.87,0,90.1,72.7,1967,0,0,246,247,83.3,point,,,,,,,,,,
9/7/2021 19:12,83.5,75.7,70.4,29.87,41,29.87,0,90.3,72.8,1969,0,0,246,246,83.3,point,,,,,,,,,,
9/7/2021 19:13,83.4,75.7,70.7,29.87,42,29.87,0,90.3,72.9,1974,0,0,246,246,83.3,point,,,,,,,,,,
9/7/2021 19:13,83.6,75.9,70.8,29.87,41,29.87,0,90.9,73.1,1984,0,0,246,247,83.5,point,,,,,,,,,,
9/7/2021 19:14,83.6,75.9,70.9,29.87,42,29.87,0,90.9,73.2,1989,0,0,246,247,83.5,point,,,,,,,,,,
9/7/2021 19:14,83.8,76.3,70.8,29.87,41,29.87,0,91.2,73.3,1999,0,0,247,247,83.7,point,,,,,,,,,,
9/7/2021 19:15,83.8,76.1,70.7,29.87,41,29.87,0,91.2,73.3,2001,0,0,246,246,83.7,point,,,,,,,,,,
9/7/2021 19:15,83.6,75.9,70.7,29.87,42,29.87,0,90.9,73.1,1989,0,0,246,247,83.5,point,,,,,,,,,,
9/7/2021 19:16,83.7,75.9,70.7,29.87,41,29.87,0,91.2,73.1,1991,0,0,247,248,83.7,point,,,,,,,,,,
9/7/2021 19:16,83.6,75.9,70.8,29.87,41,29.87,0,90.9,73.1,1984,0,0,247,247,83.5,point,,,,,,,,,,
9/7/2021 19:17,83.9,76.3,70.7,29.87,41,29.87,1.4,91.6,73.4,2011,1.3,-0.5,249,249,83.8,point,,,,,,,,,,
9/7/2021 19:17,83.9,76.1,70.5,29.87,38,29.87,0,91.6,73.2,1999,0,0,245,246,83.8,point,,,,,,,,,,
9/7/2021 19:18,83.9,76.1,70.4,29.87,42,29.87,0,91.6,73.2,2004,0,0,246,247,83.8,point,,,,,,,,,,
9/7/2021 19:18,83.8,75.9,70.2,29.88,38,29.87,0,91.4,73.1,1996,0,0,246,246,83.8,point,,,,,,,,,,
9/7/2021 19:19,84,76.1,70,29.87,41,29.87,0,91.4,73.2,2011,0,0,246,246,84,point,,,,,,,,,,
9/7/2021 19:19,84.1,76.1,69.8,29.87,41,29.87,0,91.9,73.1,2011,0,0,247,247,84,point,,,,,,,,,,
9/7/2021 19:20,83.8,75.7,69.8,29.88,38,29.87,0,91,72.9,1994,0,0,246,246,83.7,point,,,,,,,,,,
9/7/2021 19:20,83.8,75.7,69.7,29.87,38,29.87,0,91.4,72.9,1996,0,0,246,247,83.8,point,,,,,,,,,,
9/7/2021 19:21,83.8,75.7,69.8,29.87,38,29.87,0,91,72.8,1991,0,0,246,247,83.7,point,,,,,,,,,,
9/7/2021 19:21,83.6,75.6,69.8,29.87,41,29.87,0,90.5,72.7,1979,0,0,246,247,83.5,point,,,,,,,,,,
9/7/2021 19:22,83.6,75.6,70,29.88,38,29.88,0,90.5,72.7,1972,0,0,247,247,83.5,point,,,,,,,,,,
9/7/2021 19:22,83.6,75.7,70.1,29.88,36,29.88,0,90.5,72.8,1974,0,0,247,247,83.5,point,,,,,,,,,,
9/7/2021 19:23,83.6,75.7,70.1,29.88,38,29.88,1.1,90.5,72.9,1979,1.1,-0.4,249,249,83.5,point,,,,,,,,,,
9/7/2021 19:23,83.6,75.7,70.2,29.88,36,29.88,0,90.7,72.9,1974,0,0,247,247,83.5,point,,,,,,,,,,
9/7/2021 19:24,83.4,75.6,70.4,29.88,36,29.88,0,90.3,72.7,1959,0,0,245,246,83.3,point,,,,,,,,,,
9/7/2021 19:24,83.4,75.7,70.5,29.88,38,29.88,0,90.3,72.8,1962,0,0,245,246,83.3,point,,,,,,,,,,
9/7/2021 19:25,83.4,75.7,70.5,29.88,36,29.88,2,90.3,72.8,1959,1.9,-0.7,248,248,83.3,point,,,,,,,,,,
9/7/2021 19:25,83.8,75.9,70.2,29.88,36,29.88,0,91,73,1984,0,0,247,248,83.7,point,,,,,,,,,,
9/7/2021 19:26,83.6,75.7,70,29.88,33,29.88,0,90.5,72.8,1967,0,0,246,247,83.5,point,,,,,,,,,,
9/7/2021 19:26,83.2,75.4,69.9,29.88,33,29.88,0,89.8,72.4,1945,0,0,245,246,83.1,point,,,,,,,,,,
9/7/2021 19:27,83.3,75.6,69.9,29.88,33,29.88,0,90.1,72.5,1952,0,0,246,247,83.3,point,,,,,,,,,,
9/7/2021 19:27,83.7,75.6,69.7,29.88,33,29.88,0,91,72.7,1974,0,0,246,246,83.7,point,,,,,,,,,,
9/7/2021 19:28,83.6,75.6,69.5,29.88,36,29.88,0,90.3,72.5,1969,0,0,246,246,83.5,point,,,,,,,,,,
9/7/2021 19:28,83.3,75.4,69.4,29.88,33,29.88,0,90,72.2,1945,0,0,246,247,83.3,point,,,,,,,,,,
9/7/2021 19:29,83,75,69.4,29.88,33,29.88,0,89.1,72,1922,0,0,246,247,82.9,point,,,,,,,,,,
9/7/2021 19:29,83.1,75,69.4,29.88,33,29.88,0,89.4,72.1,1930,0,0,247,248,83.1,point,,,,,,,,,,
9/7/2021 19:30,83.2,75.2,69.3,29.88,33,29.88,0,89.4,72.1,1937,0,0,246,246,83.1,point,,,,,,,,,,
9/7/2021 19:30,83,75,69.4,29.88,36,29.88,0,89.1,71.9,1922,0,0,246,247,82.9,point,,,,,,,,,,
9/7/2021 19:31,82.9,74.8,69.5,29.88,33,29.88,0,88.7,71.8,1915,0,0,246,247,82.8,point,,,,,,,,,,
9/7/2021 19:31,82.8,74.8,69.4,29.88,33,29.88,0,88.7,71.8,1908,0,0,247,248,82.8,point,,,,,,,,,,
9/7/2021 19:32,82.8,74.8,69.4,29.88,33,29.88,0,88.7,71.8,1908,0,0,246,247,82.8,point,,,,,,,,,,
9/7/2021 19:32,83.1,75,69.3,29.88,33,29.88,0,89.1,72,1927,0,0,246,247,82.9,point,,,,,,,,,,
9/7/2021 19:33,83.1,75,69.2,29.88,33,29.88,0,89.1,71.9,1927,0,0,246,246,82.9,point,,,,,,,,,,
9/7/2021 19:33,83,74.8,69,29.88,33,29.88,0,89.1,71.8,1922,0,0,246,247,82.9,point,,,,,,,,,,
9/7/2021 19:34,82.8,74.7,69,29.88,33,29.88,0,88.7,71.6,1908,0,0,246,247,82.8,point,,,,,,,,,,
9/7/2021 19:34,82.5,74.5,69,29.88,33,29.88,0,87.8,71.3,1886,0,0,247,247,82.4,point,,,,,,,,,,
9/7/2021 19:35,82.3,74.3,69.1,29.88,29,29.88,0,87.4,71.2,1873,0,0,247,247,82.2,point,,,,,,,,,,
9/7/2021 19:35,82.5,74.5,69.2,29.88,33,29.88,0,87.8,71.4,1888,0,0,247,247,82.4,point,,,,,,,,,,
9/7/2021 19:36,82.5,74.5,69.2,29.88,33,29.88,0,87.8,71.4,1886,0,0,245,246,82.4,point,,,,,,,,,,
9/7/2021 19:36,82.4,74.3,69.2,29.88,29,29.88,0,87.4,71.3,1876,0,0,245,246,82.2,point,,,,,,,,,,
9/7/2021 19:37,82.3,74.3,69.2,29.88,33,29.88,0,87.4,71.3,1873,0,0,247,247,82.2,point,,,,,,,,,,
9/7/2021 19:37,82.3,74.3,69.3,29.88,29,29.88,0,87.4,71.3,1873,0,0,246,246,82.2,point,,,,,,,,,,
9/7/2021 19:38,82.5,74.5,69.3,29.88,33,29.88,0,87.8,71.4,1881,0,0,246,246,82.4,point,,,,,,,,,,
9/7/2021 19:38,82.7,74.7,69.3,29.88,33,29.88,0,88.2,71.6,1896,0,0,248,248,82.6,point,,,,,,,,,,
9/7/2021 19:39,82.5,74.5,69.3,29.88,29,29.88,0,87.8,71.4,1881,0,0,246,246,82.4,point,,,,,,,,,,
9/7/2021 19:39,82.6,74.7,69.3,29.88,29,29.88,0,88.2,71.5,1888,0,0,246,246,82.6,point,,,,,,,,,,
9/7/2021 19:40,82.5,74.5,69.4,29.88,29,29.88,0,87.8,71.4,1881,0,0,246,246,82.4,point,,,,,,,,,,
9/7/2021 19:40,82.1,74.3,69.5,29.88,29,29.88,0,87.1,71.2,1853,0,0,246,246,82,point,,,,,,,,,,
9/7/2021 19:41,82.1,74.3,69.6,29.88,33,29.88,0,87.1,71.2,1863,0,0,246,247,82,point,,,,,,,,,,
9/7/2021 19:41,82.2,74.3,69.7,29.88,29,29.88,0,87.3,71.3,1866,0,0,247,247,82,point,,,,,,,,,,
9/7/2021 19:42,82,74.1,69.7,29.88,29,29.88,0,86.9,71.1,1851,0,0,246,246,81.9,point,,,,,,,,,,
9/7/2021 19:42,82,74.1,69.7,29.88,33,29.88,0,86.9,71.1,1851,0,0,246,246,81.9,point,,,,,,,,,,
9/7/2021 19:43,81.9,74.1,69.8,29.88,33,29.88,0,86.9,71.1,1846,0,0,246,246,81.9,point,,,,,,,,,,
9/7/2021 19:43,82,74.3,69.9,29.88,33,29.88,0,86.9,71.2,1853,0,0,247,247,81.9,point,,,,,,,,,,
9/7/2021 19:44,81.9,74.1,69.9,29.88,33,29.88,0,86.9,71.1,1846,0,0,246,247,81.9,point,,,,,,,,,,
9/7/2021 19:44,81.7,73.9,70.1,29.88,33,29.88,0,86.4,71,1831,0,0,247,247,81.5,point,,,,,,,,,,
9/7/2021 19:45,81.5,73.9,70.4,29.88,33,29.88,0,86.4,70.9,1816,0,0,246,247,81.5,point,,,,,,,,,,
9/7/2021 19:45,81.6,74.1,70.6,29.88,33,29.88,0,86.5,71.1,1829,0,0,247,247,81.5,point,,,,,,,,,,
9/7/2021 19:46,81.6,74.1,70.8,29.88,33,29.88,0,86.5,71.2,1829,0,0,246,247,81.5,point,,,,,,,,,,
9/7/2021 19:46,81.6,74.1,71,29.88,29,29.88,0,86.5,71.3,1829,0,0,246,247,81.5,point,,,,,,,,,,
9/7/2021 19:47,81.5,74.1,71,29.88,29,29.88,0,86.5,71.2,1821,0,0,246,246,81.5,point,,,,,,,,,,
9/7/2021 19:47,81.5,74.1,71.2,29.88,28,29.88,0,86.5,71.3,1816,0,0,246,247,81.5,point,,,,,,,,,,
9/7/2021 19:48,81.4,74.1,71.3,29.88,29,29.88,0,86.4,71.3,1816,0,0,246,247,81.3,point,,,,,,,,,,
9/7/2021 19:48,81.2,74.1,71.5,29.88,29,29.88,0,86,71.2,1807,0,0,246,247,81.1,point,,,,,,,,,,
9/7/2021 19:49,81.2,74.1,71.7,29.88,33,29.88,0,86.2,71.2,1807,0,0,245,246,81.1,point,,,,,,,,,,
9/7/2021 19:49,81.2,73.9,71.8,29.88,29,29.88,0,86.2,71.2,1797,0,0,246,247,81.1,point,,,,,,,,,,
9/7/2021 19:50,81.1,73.9,71.9,29.88,33,29.88,0,85.8,71.1,1792,0,0,246,247,81,point,,,,,,,,,,
9/7/2021 19:50,81.1,73.9,72,29.88,29,29.88,0,85.8,71.2,1794,0,0,247,248,81,point,,,,,,,,,,
9/7/2021 19:51,81,73.9,72,29.88,29,29.88,0,85.8,71.1,1784,0,0,246,247,81,point,,,,,,,,,,
9/7/2021 19:51,80.9,73.9,72,29.88,29,29.88,0,85.5,71,1780,0,0,246,247,80.8,point,,,,,,,,,,
9/7/2021 19:52,80.8,73.8,72.1,29.88,29,29.88,0,85.5,70.9,1771,0,0,247,247,80.8,point,,,,,,,,,,
9/7/2021 19:52,80.8,73.8,72.1,29.88,28,29.88,0,85.5,71,1775,0,0,247,247,80.8,point,,,,,,,,,,
9/7/2021 19:53,81.1,73.9,72,29.88,29,29.88,0,85.8,71.2,1794,0,0,246,247,81,point,,,,,,,,,,
9/7/2021 19:53,80.9,73.9,72,29.88,28,29.89,0,85.5,71,1775,0,0,247,248,80.8,point,,,,,,,,,,
9/7/2021 19:54,80.8,73.8,72.1,29.88,28,29.88,0,85.5,70.9,1771,0,0,246,246,80.8,point,,,,,,,,,,
9/7/2021 19:54,80.7,73.8,72.1,29.88,29,29.88,0,85.1,70.9,1767,0,0,246,246,80.6,point,,,,,,,,,,
9/7/2021 19:55,80.7,73.6,72.2,29.88,29,29.88,0,85.1,70.9,1762,0,0,246,247,80.6,point,,,,,,,,,,
9/7/2021 19:55,81.4,74.3,72.2,29.88,29,29.88,0,86.5,71.6,1814,0,0,246,247,81.3,point,,,,,,,,,,
9/7/2021 19:56,81.3,74.3,72.3,29.88,28,29.88,0,86.2,71.5,1807,0,0,246,247,81.1,point,,,,,,,,,,
9/7/2021 19:56,81.1,74.1,72.3,29.88,29,29.88,0,86,71.3,1789,0,0,246,246,81,point,,,,,,,,,,
9/7/2021 19:57,80.8,73.8,72.5,29.88,24,29.89,0,85.6,71.1,1767,0,0,247,247,80.8,point,,,,,,,,,,
9/7/2021 19:57,80.7,73.8,72.6,29.88,28,29.88,0,85.3,71.1,1771,0,0,247,247,80.6,point,,,,,,,,,,
9/7/2021 19:58,80.9,73.9,72.7,29.88,28,29.88,0,85.6,71.3,1782,0,0,246,247,80.8,point,,,,,,,,,,
9/7/2021 19:58,80.7,73.9,72.8,29.88,28,29.89,0,85.3,71.2,1765,0,0,246,247,80.6,point,,,,,,,,,,
9/7/2021 19:59,80.6,73.8,73,29.89,24,29.89,0,84.9,71.1,1752,0,0,246,246,80.4,point,,,,,,,,,,
9/7/2021 19:59,80.6,73.9,73.1,29.88,28,29.88,0,85.1,71.2,1757,0,0,246,246,80.4,point,,,,,,,,,,
9/7/2021 20:00,80.5,73.9,73.2,29.89,24,29.89,0,85.1,71.2,1752,0,0,247,247,80.4,point,,,,,,,,,,
9/7/2021 20:00,80.4,73.8,73.3,29.88,28,29.89,0,84.7,71.1,1743,0,0,247,247,80.4,point,,,,,,,,,,
9/7/2021 20:01,80.4,73.8,73.5,29.89,24,29.89,0,84.7,71.1,1740,0,0,247,248,80.4,point,,,,,,,,,,
9/7/2021 20:01,80.6,73.9,73.6,29.89,24,29.89,0,85.1,71.3,1755,0,0,247,247,80.4,point,,,,,,,,,,
9/7/2021 20:02,80.4,73.8,73.7,29.89,24,29.89,0,84.9,71.2,1743,0,0,246,246,80.2,point,,,,,,,,,,
9/7/2021 20:02,80.3,73.8,73.8,29.89,24,29.89,0,84.9,71.2,1735,0,0,247,247,80.2,point,,,,,,,,,,
9/7/2021 20:03,80.2,73.8,73.8,29.88,24,29.89,0,84.6,71.1,1733,0,0,246,247,80.1,point,,,,,,,,,,
9/7/2021 20:03,80.4,73.8,73.9,29.89,21,29.89,0,84.9,71.3,1738,0,0,246,247,80.2,point,,,,,,,,,,
9/7/2021 20:04,80.2,73.8,73.9,29.88,28,29.89,0,84.9,71.2,1735,0,0,247,247,80.2,point,,,,,,,,,,
9/7/2021 20:04,80.2,73.8,73.9,29.88,24,29.89,0,84.6,71.1,1730,0,0,246,246,80.1,point,,,,,,,,,,
9/7/2021 20:05,80.1,73.6,74,29.89,24,29.89,0,84.6,71,1723,0,0,246,247,80.1,point,,,,,,,,,,
9/7/2021 20:05,80,73.6,74.1,29.89,21,29.89,0,84.4,71,1715,0,0,246,246,79.9,point,,,,,,,,,,
9/7/2021 20:06,80.1,73.6,74.2,29.89,24,29.89,0,84.6,71.1,1723,0,0,247,247,80.1,point,,,,,,,,,,
9/7/2021 20:06,80,73.6,74.2,29.88,28,29.89,0,84.4,71.1,1718,0,0,246,247,79.9,point,,,,,,,,,,
9/7/2021 20:07,79.9,73.6,74.3,29.89,21,29.89,0,84.4,71,1708,0,0,247,247,79.9,point,,,,,,,,,,
9/7/2021 20:07,80.1,73.8,74.3,29.89,21,29.89,0,84.6,71.2,1720,0,0,246,247,80.1,point,,,,,,,,,,
9/7/2021 20:08,80.4,73.9,74.4,29.89,24,29.89,0,84.9,71.5,1743,0,0,247,247,80.2,point,,,,,,,,,,
9/7/2021 20:08,80.1,73.8,74.4,29.88,24,29.89,0,84.7,71.2,1725,0,0,246,246,80.1,point,,,,,,,,,,
9/7/2021 20:09,80,73.8,74.5,29.88,24,29.89,0,84.4,71.2,1723,0,0,246,247,79.9,point,,,,,,,,,,
9/7/2021 20:09,79.9,73.6,74.7,29.89,21,29.89,0,84.4,71.1,1706,0,0,245,246,79.9,point,,,,,,,,,,
